58, Self-emp-not-inc, 165315, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 35, United-States, >50K
30, Private, 103642, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
25, Private, 258276, Some-college, 10, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K
58, Private, 147707, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 60, United-States, >50K
53, Private, 287317, HS-grad, 9, Divorced, Machine-op-inspct, Unmarried, Black, Male, 0, 0, 32, United-States, <=50K
26, Private, 168403, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
35, Local-gov, 182570, Assoc-acdm, 12, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, >50K
38, Private, 31603, Bachelors, 13, Married-civ-spouse, Craft-repair, Wife, White, Female, 0, 0, 40, United-States, <=50K
33, Private, 178107, Bachelors, 13, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 20, United-States, <=50K
23, Private, 227594, 12th, 8, Never-married, Machine-op-inspct, Own-child, White, Female, 0, 0, 40, United-States, <=50K
17, Private, 24090, HS-grad, 9, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 35, United-States, <=50K
46, Self-emp-not-inc, 157117, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
20, Local-gov, 526734, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
26, Private, 48718, 10th, 6, Never-married, Adm-clerical, Not-in-family, White, Female, 2907, 0, 40, United-States, <=50K
31, Local-gov, 83671, Some-college, 10, Never-married, Adm-clerical, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
27, Private, 218184, Some-college, 10, Never-married, Adm-clerical, Not-in-family, Black, Female, 0, 0, 40, Jamaica, <=50K
27, Private, 184078, Assoc-voc, 11, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
29, Private, 154017, HS-grad, 9, Never-married, Sales, Not-in-family, White, Female, 0, 0, 10, United-States, <=50K
48, Private, 216093, Bachelors, 13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
47, Local-gov, 174533, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
23, Private, 216811, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 16, United-States, <=50K
35, Local-gov, 331395, Assoc-voc, 11, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 42, United-States, <=50K
23, Private, 343019, 10th, 6, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
25, Private, 302465, 12th, 8, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 1741, 40, United-States, <=50K
69, State-gov, 34339, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K
27, Private, 253814, HS-grad, 9, Married-spouse-absent, Sales, Unmarried, White, Female, 0, 0, 25, United-States, <=50K
57, Self-emp-inc, 140319, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 50, United-States, <=50K
30, Private, 102821, Some-college, 10, Married-civ-spouse, Craft-repair, Not-in-family, White, Male, 0, 0, 40, Mexico, <=50K
63, Federal-gov, 154675, HS-grad, 9, Widowed, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
38, Private, 40955, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, England, >50K
19, ?, 63574, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 50, United-States, <=50K
23, Private, 206861, Some-college, 10, Never-married, Tech-support, Own-child, White, Male, 0, 0, 25, United-States, <=50K
26, Private, 276624, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K
46, Self-emp-not-inc, 110015, 7th-8th, 4, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 75, Greece, <=50K
46, Private, 201595, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 70, United-States, <=50K
18, Private, 414721, 11th, 7, Never-married, Other-service, Own-child, Black, Male, 0, 1602, 23, United-States, <=50K
22, Private, 208946, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
37, ?, 223732, Some-college, 10, Separated, ?, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
31, Private, 84154, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 38, ?, >50K
50, Federal-gov, 159670, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
34, ?, 362787, HS-grad, 9, Never-married, ?, Unmarried, Black, Female, 0, 0, 35, United-States, <=50K
44, State-gov, 154176, Some-college, 10, Divorced, Adm-clerical, Not-in-family, Black, Female, 0, 1590, 40, United-States, <=50K
32, Private, 97723, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1672, 40, United-States, <=50K
62, ?, 182687, Some-college, 10, Married-civ-spouse, ?, Wife, White, Female, 0, 0, 45, United-States, >50K
21, State-gov, 184678, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 35, United-States, <=50K
78, Private, 135566, HS-grad, 9, Widowed, Sales, Unmarried, White, Female, 2329, 0, 12, United-States, <=50K
74, Self-emp-not-inc, 109101, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 4, United-States, <=50K
37, Self-emp-not-inc, 192251, 10th, 6, Married-civ-spouse, Other-service, Wife, White, Female, 2635, 0, 40, United-States, <=50K
44, Private, 144067, Bachelors, 13, Divorced, Adm-clerical, Not-in-family, White, Male, 0, 0, 12, ?, <=50K
36, Private, 272944, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1887, 40, United-States, >50K
37, Private, 82521, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 40, United-States, >50K
37, Private, 205339, Some-college, 10, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
35, Self-emp-not-inc, 193260, Masters, 14, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, 0, 0, 40, ?, >50K
48, Self-emp-not-inc, 185385, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 98, United-States, <=50K
39, Private, 305597, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
64, Private, 143110, Bachelors, 13, Widowed, Prof-specialty, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
77, Private, 123959, HS-grad, 9, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 32, United-States, <=50K
47, Private, 88564, 5th-6th, 3, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 20, United-States, <=50K
32, ?, 115745, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K
46, Private, 235646, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
43, Private, 115178, Assoc-voc, 11, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K
37, Private, 203828, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
40, Private, 118853, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, <=50K
37, Private, 260093, HS-grad, 9, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
19, Private, 372483, Some-college, 10, Never-married, Other-service, Other-relative, Black, Male, 0, 0, 35, United-States, <=50K
45, Private, 189802, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
19, ?, 41609, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 10, United-States, <=50K
47, Self-emp-not-inc, 102583, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K
22, Private, 202416, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
34, Private, 118605, Assoc-acdm, 12, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, <=50K
39, Federal-gov, 65324, Prof-school, 15, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 55, United-States, >50K
59, Private, 99131, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, <=50K
41, Local-gov, 90692, HS-grad, 9, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female, 0, 0, 40, United-States, <=50K
23, ?, 226891, HS-grad, 9, Never-married, ?, Other-relative, Asian-Pac-Islander, Female, 0, 0, 20, South, <=50K
30, Private, 283767, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, ?, <=50K
42, State-gov, 219682, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
24, Private, 72119, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Male, 2202, 0, 30, United-States, <=50K
30, Private, 356015, 11th, 7, Married-spouse-absent, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male, 0, 0, 40, Mexico, <=50K
31, Private, 292592, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 40, United-States, <=50K
30, Private, 89735, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 1504, 40, United-States, <=50K
20, Private, 133061, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K
32, Private, 857532, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
30, Private, 93884, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K
36, Private, 99270, HS-grad, 9, Married-civ-spouse, Farming-fishing, Wife, White, Female, 0, 0, 40, United-States, <=50K
28, Private, 328949, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, <=50K
34, State-gov, 259705, Some-college, 10, Separated, Exec-managerial, Own-child, White, Female, 0, 0, 40, United-States, <=50K
50, Federal-gov, 172046, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
49, Self-emp-not-inc, 355978, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 99999, 0, 35, United-States, >50K
57, Private, 329792, 7th-8th, 4, Divorced, Transport-moving, Unmarried, White, Male, 0, 0, 75, United-States, <=50K
36, Private, 274809, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 50, United-States, <=50K
47, Private, 47247, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, <=50K
49, Private, 82572, Some-college, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 60, United-States, <=50K
38, Private, 52963, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
18, Private, 78181, 11th, 7, Never-married, Other-service, Own-child, White, Female, 0, 0, 30, United-States, <=50K
29, Private, 196116, Prof-school, 15, Divorced, Prof-specialty, Own-child, White, Female, 2174, 0, 72, United-States, <=50K
38, Private, 204640, Some-college, 10, Widowed, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
59, Private, 374924, HS-grad, 9, Separated, Sales, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
54, Private, 170562, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 48, United-States, >50K
37, Private, 286026, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
53, Private, 92430, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
51, Private, 162745, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 7298, 0, 50, United-States, >50K
54, Private, 174655, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
31, Private, 148607, Some-college, 10, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
52, Private, 177995, 1st-4th, 2, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 56, Mexico, >50K
33, Private, 69727, 7th-8th, 4, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, Mexico, <=50K
63, Private, 106023, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
43, Private, 105936, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 35, United-States, >50K
32, ?, 251612, 5th-6th, 3, Never-married, ?, Unmarried, White, Female, 0, 0, 45, Mexico, <=50K
58, Private, 275859, HS-grad, 9, Widowed, Craft-repair, Unmarried, White, Male, 8614, 0, 52, Mexico, >50K
31, Local-gov, 192565, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 90, United-States, >50K
45, Private, 205644, HS-grad, 9, Separated, Tech-support, Not-in-family, White, Female, 0, 0, 26, United-States, <=50K
20, Self-emp-not-inc, 217404, 10th, 6, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K
24, Private, 102323, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K
28, Private, 295163, 12th, 8, Divorced, Farming-fishing, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
25, Private, 194352, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 44, United-States, <=50K
53, Private, 158294, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7298, 0, 40, United-States, >50K
37, Private, 269329, Assoc-voc, 11, Divorced, Prof-specialty, Not-in-family, White, Female, 8614, 0, 45, United-States, >50K
32, Private, 199529, Some-college, 10, Separated, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male, 0, 1980, 40, United-States, <=50K
39, Private, 30673, Some-college, 10, Divorced, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 50, United-States, >50K
28, Private, 261725, HS-grad, 9, Never-married, Other-service, Unmarried, White, Female, 0, 0, 40, Mexico, <=50K
69, Private, 165017, HS-grad, 9, Widowed, Machine-op-inspct, Unmarried, White, Male, 2538, 0, 40, United-States, <=50K
56, Private, 174533, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 45, United-States, >50K
23, Private, 140764, Assoc-voc, 11, Never-married, Other-service, Own-child, White, Female, 0, 0, 15, United-States, <=50K
49, Private, 155489, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
43, Self-emp-not-inc, 147269, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, ?, <=50K
48, Private, 265295, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
21, Private, 334113, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K
19, Private, 57145, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 25, United-States, <=50K
22, ?, 27937, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 36, United-States, <=50K
40, Private, 111483, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
44, Self-emp-not-inc, 231348, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, >50K
56, Private, 159770, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
29, Private, 160279, HS-grad, 9, Divorced, Machine-op-inspct, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
54, Private, 68985, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States, >50K
46, Private, 133169, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
21, Private, 199915, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, United-States, <=50K
27, ?, 157624, HS-grad, 9, Separated, ?, Other-relative, White, Female, 0, 0, 40, United-States, <=50K
33, State-gov, 243678, Some-college, 10, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
36, Private, 188069, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
39, Private, 127772, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
48, Private, 267912, Bachelors, 13, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 50, Mexico, >50K
40, Private, 146659, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K
26, Private, 192208, HS-grad, 9, Never-married, Protective-serv, Not-in-family, Black, Female, 0, 0, 32, United-States, <=50K
38, Private, 156728, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
61, Private, 193479, HS-grad, 9, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 24, United-States, <=50K
51, Private, 163052, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, >50K
50, Private, 175804, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
47, Private, 201127, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, <=50K
20, Private, 39615, Some-college, 10, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
28, Private, 181659, 11th, 7, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 50, United-States, <=50K
36, Private, 149833, HS-grad, 9, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, <=50K
45, Local-gov, 160187, HS-grad, 9, Married-spouse-absent, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
33, Private, 149726, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 46, United-States, <=50K
31, Private, 208657, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
24, Self-emp-not-inc, 186831, Some-college, 10, Never-married, Exec-managerial, Not-in-family, Black, Male, 0, 0, 45, United-States, <=50K
51, Private, 249741, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
42, Private, 33521, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, >50K
41, Private, 175642, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
25, State-gov, 261979, HS-grad, 9, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
22, State-gov, 64292, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 43, United-States, <=50K
22, Private, 171176, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 48, ?, <=50K
53, Private, 48343, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 1902, 40, United-States, >50K
19, Private, 144161, HS-grad, 9, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 30, United-States, <=50K
21, ?, 247075, HS-grad, 9, Never-married, ?, Unmarried, Black, Female, 0, 0, 25, United-States, <=50K
20, Private, 236804, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
34, Self-emp-not-inc, 349148, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
41, Self-emp-not-inc, 254818, Masters, 14, Divorced, Handlers-cleaners, Unmarried, White, Male, 0, 0, 40, Peru, <=50K
40, Local-gov, 105862, Bachelors, 13, Divorced, Prof-specialty, Unmarried, White, Female, 5455, 0, 40, United-States, <=50K
28, Private, 198813, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, Black, Female, 0, 0, 40, United-States, <=50K
33, Private, 150154, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
44, Private, 302424, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 55, United-States, <=50K
26, Local-gov, 265230, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
48, Private, 94342, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 55, United-States, <=50K
47, Private, 181652, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 40, United-States, <=50K
38, Private, 170174, 10th, 6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K
40, Federal-gov, 391744, HS-grad, 9, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
30, Private, 29235, Some-college, 10, Never-married, Adm-clerical, Other-relative, White, Female, 0, 0, 20, United-States, <=50K
62, Private, 272209, HS-grad, 9, Divorced, Priv-house-serv, Unmarried, Black, Female, 0, 0, 99, United-States, <=50K
40, Local-gov, 24763, Some-college, 10, Divorced, Transport-moving, Unmarried, White, Male, 6849, 0, 40, United-States, <=50K
20, State-gov, 39478, Some-college, 10, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 54, United-States, <=50K
50, Self-emp-inc, 302708, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 7688, 0, 50, Japan, >50K
17, Private, 206506, 10th, 6, Never-married, Handlers-cleaners, Other-relative, White, Male, 0, 0, 10, El-Salvador, <=50K
35, Private, 201328, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, <=50K
45, Private, 126889, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 1887, 60, United-States, >50K
39, Private, 167777, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 35, United-States, <=50K
22, Private, 253799, Bachelors, 13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 45, ?, <=50K
25, ?, 230856, HS-grad, 9, Never-married, ?, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
28, Private, 192200, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, ?, <=50K
21, Private, 109952, 10th, 6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 50, United-States, <=50K
31, Federal-gov, 101345, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Female, 0, 0, 40, United-States, <=50K
33, Self-emp-inc, 239018, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, <=50K
70, Self-emp-not-inc, 150886, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 25, United-States, <=50K
30, Private, 337494, Assoc-acdm, 12, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 48, United-States, <=50K
28, Private, 188711, Bachelors, 13, Never-married, Transport-moving, Unmarried, White, Male, 0, 0, 20, United-States, <=50K
24, Private, 179203, 12th, 8, Never-married, Sales, Other-relative, White, Male, 0, 0, 55, United-States, <=50K
33, Private, 124407, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
34, Local-gov, 90934, Assoc-voc, 11, Divorced, Protective-serv, Own-child, Asian-Pac-Islander, Male, 0, 0, 40, United-States, <=50K
37, Private, 289886, Some-college, 10, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Male, 0, 0, 30, Vietnam, <=50K
46, Private, 403911, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 1902, 40, United-States, >50K
27, Private, 111900, Some-college, 10, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
44, Private, 191814, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
26, Private, 190650, Bachelors, 13, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male, 0, 0, 40, Taiwan, <=50K
63, ?, 222289, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 7688, 0, 54, United-States, >50K
66, Self-emp-not-inc, 167687, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 1409, 0, 50, United-States, <=50K
21, ?, 189888, Assoc-acdm, 12, Never-married, ?, Not-in-family, White, Male, 0, 0, 55, United-States, <=50K
43, Private, 477983, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, 0, 0, 40, United-States, <=50K
38, Private, 119177, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
42, State-gov, 121265, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
30, Private, 140011, Assoc-voc, 11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 53, United-States, <=50K
22, Private, 184543, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
40, Local-gov, 290660, Assoc-acdm, 12, Divorced, Exec-managerial, Not-in-family, White, Male, 8614, 0, 50, United-States, >50K
53, Local-gov, 197054, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
27, Private, 406662, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Male, 4416, 0, 40, United-States, <=50K
26, Private, 190330, Bachelors, 13, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
23, Private, 125491, Some-college, 10, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 35, Vietnam, <=50K
44, Private, 108438, 10th, 6, Separated, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
58, Private, 259014, Some-college, 10, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K
44, Self-emp-not-inc, 234885, HS-grad, 9, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 40, United-States, >50K
26, Private, 275703, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
37, Private, 126954, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
19, Private, 530454, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
44, Private, 462838, HS-grad, 9, Divorced, Handlers-cleaners, Not-in-family, White, Female, 0, 0, 48, United-States, <=50K
49, Local-gov, 349633, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 50, United-States, >50K
56, ?, 425497, Assoc-acdm, 12, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 20, United-States, <=50K
30, Private, 39386, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 99, United-States, <=50K
